id,subject,body,intent
9629,Limited time offer — buy now,Your account will be deactivated unless you verify here: http://secure264.com,spam
9630,Claim your reward now,Limited time discount on luxury phones. Buy now and save 90% — visit http://deal4244.com,spam
9631,You have won $10000!,Congratulations! You have won a free gift voucher. Click here to claim: http://bit.ly/win9233,spam
9632,Congratulations! You won a prize,Limited time discount on luxury phones. Buy now and save 90% — visit http://deal7435.com,spam
9633,Limited time offer — buy now,Your account will be deactivated unless you verify here: http://secure9141.com,spam
9634,Claim your reward now,Limited time discount on luxury phones. Buy now and save 90% — visit http://deal6797.com,spam
9635,Claim your reward now,Limited time discount on luxury phones. Buy now and save 90% — visit http://deal3731.com,spam
9636,You have won $10000!,Act now to claim your reward. Provide your bank details to receive the prize.,spam
9637,Limited time offer — buy now,Limited time discount on luxury phones. Buy now and save 90% — visit http://deal6888.com,spam
9638,You have won $10000!,Congratulations! You have won a free gift voucher. Click here to claim: http://bit.ly/win7818,spam
9639,You have won $10000!,Congratulations! You have won a free gift voucher. Click here to claim: http://bit.ly/win7980,spam
9640,Congratulations! You won a prize,Act now to claim your reward. Provide your bank details to receive the prize.,spam
9641,Claim your reward now,Your account will be deactivated unless you verify here: http://secure4641.com,spam
9642,You have won $10000!,Limited time discount on luxury phones. Buy now and save 90% — visit http://deal3114.com,spam
9643,Limited time offer — buy now,Your account will be deactivated unless you verify here: http://secure3347.com,spam
9644,Claim your reward now,Your account will be deactivated unless you verify here: http://secure8773.com,spam
9645,Congratulations! You won a prize,Act now to claim your reward. Provide your bank details to receive the prize.,spam
9646,Claim your reward now,Limited time discount on luxury phones. Buy now and save 90% — visit http://deal6014.com,spam
9647,You have won $10000!,Your account will be deactivated unless you verify here: http://secure1764.com,spam
9648,Congratulations! You won a prize,Act now to claim your reward. Provide your bank details to receive the prize.,spam
9649,You have won $10000!,Your account will be deactivated unless you verify here: http://secure4080.com,spam
9650,Congratulations! You won a prize,Congratulations! You have won a free gift voucher. Click here to claim: http://bit.ly/win3024,spam
9651,Limited time offer — buy now,Congratulations! You have won a free gift voucher. Click here to claim: http://bit.ly/win9200,spam
9652,Claim your reward now,Your account will be deactivated unless you verify here: http://secure1642.com,spam
9653,Claim your reward now,Your account will be deactivated unless you verify here: http://secure6017.com,spam
9654,You have won $10000!,Congratulations! You have won a free gift voucher. Click here to claim: http://bit.ly/win6318,spam
9655,Congratulations! You won a prize,Act now to claim your reward. Provide your bank details to receive the prize.,spam
9656,Claim your reward now,Your account will be deactivated unless you verify here: http://secure8793.com,spam
9657,Claim your reward now,Act now to claim your reward. Provide your bank details to receive the prize.,spam
9658,You have won $10000!,Congratulations! You have won a free gift voucher. Click here to claim: http://bit.ly/win8909,spam
9659,Congratulations! You won a prize,Act now to claim your reward. Provide your bank details to receive the prize.,spam
9660,Limited time offer — buy now,Congratulations! You have won a free gift voucher. Click here to claim: http://bit.ly/win9678,spam
9661,Limited time offer — buy now,Act now to claim your reward. Provide your bank details to receive the prize.,spam
9662,Claim your reward now,Act now to claim your reward. Provide your bank details to receive the prize.,spam
9663,Congratulations! You won a prize,Congratulations! You have won a free gift voucher. Click here to claim: http://bit.ly/win3999,spam
9664,Congratulations! You won a prize,Your account will be deactivated unless you verify here: http://secure4751.com,spam
9665,You have won $10000!,Your account will be deactivated unless you verify here: http://secure9876.com,spam
9666,You have won $10000!,Limited time discount on luxury phones. Buy now and save 90% — visit http://deal7282.com,spam
9667,You have won $10000!,Limited time discount on luxury phones. Buy now and save 90% — visit http://deal6502.com,spam
9668,Limited time offer — buy now,Your account will be deactivated unless you verify here: http://secure3957.com,spam
9669,You have won $10000!,Congratulations! You have won a free gift voucher. Click here to claim: http://bit.ly/win553,spam
9670,Limited time offer — buy now,Act now to claim your reward. Provide your bank details to receive the prize.,spam
9671,Claim your reward now,Act now to claim your reward. Provide your bank details to receive the prize.,spam
9672,Claim your reward now,Congratulations! You have won a free gift voucher. Click here to claim: http://bit.ly/win6314,spam
9673,Congratulations! You won a prize,Limited time discount on luxury phones. Buy now and save 90% — visit http://deal9801.com,spam
9674,Claim your reward now,Act now to claim your reward. Provide your bank details to receive the prize.,spam
9675,Claim your reward now,Act now to claim your reward. Provide your bank details to receive the prize.,spam
9676,Limited time offer — buy now,Congratulations! You have won a free gift voucher. Click here to claim: http://bit.ly/win3353,spam
9677,Claim your reward now,Congratulations! You have won a free gift voucher. Click here to claim: http://bit.ly/win6274,spam
9678,Claim your reward now,Act now to claim your reward. Provide your bank details to receive the prize.,spam
9679,Claim your reward now,Your account will be deactivated unless you verify here: http://secure9440.com,spam
9680,You have won $10000!,Limited time discount on luxury phones. Buy now and save 90% — visit http://deal4277.com,spam
9681,Claim your reward now,Limited time discount on luxury phones. Buy now and save 90% — visit http://deal1270.com,spam
9682,Limited time offer — buy now,Congratulations! You have won a free gift voucher. Click here to claim: http://bit.ly/win3481,spam
9683,You have won $10000!,Act now to claim your reward. Provide your bank details to receive the prize.,spam
9684,Limited time offer — buy now,Congratulations! You have won a free gift voucher. Click here to claim: http://bit.ly/win3107,spam
9685,Claim your reward now,Congratulations! You have won a free gift voucher. Click here to claim: http://bit.ly/win2198,spam
9686,Claim your reward now,Act now to claim your reward. Provide your bank details to receive the prize.,spam
9687,Claim your reward now,Limited time discount on luxury phones. Buy now and save 90% — visit http://deal512.com,spam
9688,You have won $10000!,Act now to claim your reward. Provide your bank details to receive the prize.,spam
9689,Congratulations! You won a prize,Limited time discount on luxury phones. Buy now and save 90% — visit http://deal9492.com,spam
9690,Congratulations! You won a prize,Act now to claim your reward. Provide your bank details to receive the prize.,spam
9691,Congratulations! You won a prize,Act now to claim your reward. Provide your bank details to receive the prize.,spam
9692,You have won $10000!,Your account will be deactivated unless you verify here: http://secure7797.com,spam
